44464,睾丸炎,7c6885a0-90a2-11e8-bbc9-44a8420c5800,N45.906,睾丸炎
40288,龟头炎,7c69f430-90a2-11e8-bbc9-44a8420c5800,N48.102,龟头炎
2a8e606a-31e2-11e6-804e-848f69fd6b70,乳腺炎,7c7dbf2f-90a2-11e8-bbc9-44a8420c5800,N61.x04,乳腺炎
2b5c73ac-31e2-11e6-804e-848f69fd6b70,乳房结节,7c7ee7e7-90a2-11e8-bbc9-44a8420c5800,N63.x01,乳房结节
39586,膀胱外翻,7cc62508-90a2-11e8-bbc9-44a8420c5800,Q64.100,膀胱外翻
38966,先天性髋关节脱位,7cc909ba-90a2-11e8-bbc9-44a8420c5800,Q65.200,先天性髋关节脱位
37065,腹腔妊娠,7cdd4373-90a2-11e8-bbc9-44a8420c5800,O00.000,腹腔妊娠
37279,新生儿惊厥,7cf31b32-90a2-11e8-bbc9-44a8420c5800,P90.x00,新生儿惊厥
2bfc7854-31e2-11e6-804e-848f69fd6b70,乳头溢液,7d061abe-90a2-11e8-bbc9-44a8420c5800,N64.504,乳头溢液
118786A186ADFC4AE0500A0AC86471F9,输卵管积水,7d07d9fa-90a2-11e8-bbc9-44a8420c5800,N70.103,输卵管积水
44267,子宫内膜炎,7d0a0db3-90a2-11e8-bbc9-44a8420c5800,N71.902,子宫内膜炎
44478,痛经,7d0f5358-90a2-11e8-bbc9-44a8420c5800,N94.600,痛经
41023,乳腺腺病,7d131eae-90a2-11e8-bbc9-44a8420c5800,N60.201,乳腺腺病
41541,急性肾小球肾炎,7d13fa67-90a2-11e8-bbc9-44a8420c5800,N00.902,急性肾小球肾炎
39724,输尿管损伤,7d1968f2-90a2-11e8-bbc9-44a8420c5800,S37.100,输尿管损伤
39635,急性肾盂肾炎,7d1bebb6-90a2-11e8-bbc9-44a8420c5800,N10.x02,急性肾盂肾炎
39583,膀胱输尿管反流,7d2047bd-90a2-11e8-bbc9-44a8420c5800,N13.701,膀胱输尿管反流
2ff504bf-31e2-11e6-804e-848f69fd6b70,子宫粘连,7d49fc58-90a2-11e8-bbc9-44a8420c5800,N73.604,子宫粘连
2ff504bf-31e2-11e6-804e-848f69fd6b70,子宫粘连,7d49fc58-90a2-11e8-bbc9-44a8420c5800,N73.604,子宫粘连
04d4a4e9-f8c5-4516-87b3-61a6b409ea7e,慢性前列腺炎,7d59e41c-90a2-11e8-bbc9-44a8420c5800,N41.100,慢性前列腺炎
41543,膜性肾病,7d5d72c3-90a2-11e8-bbc9-44a8420c5800,N02.202,膜性肾病
41549,IgA肾病,7d5fb0b5-90a2-11e8-bbc9-44a8420c5800,N02.801,IgA肾病
3106e415-31e2-11e6-804e-848f69fd6b70,急性阴道炎,7d6b7d89-90a2-11e8-bbc9-44a8420c5800,N76.000,急性阴道炎
38737,锁骨骨折,7d7d234e-90a2-11e8-bbc9-44a8420c5800,S42.000,锁骨骨折
42171,肋骨骨折,7d8197a1-90a2-11e8-bbc9-44a8420c5800,S22.300,肋骨骨折
37d5336c-31e2-11e6-804e-848f69fd6b70,卵巢扭转,7da28132-90a2-11e8-bbc9-44a8420c5800,N83.502,卵巢扭转
ae0dfcf0-ae22-11e5-9ee2-848f69fd6b70,卵巢破裂,7da3c854-90a2-11e8-bbc9-44a8420c5800,N83.805,卵巢破裂
44411,胸膜炎,7db3c284-90a2-11e8-bbc9-44a8420c5800,R09.100,胸膜炎
39485,急腹症,7db47376-90a2-11e8-bbc9-44a8420c5800,R10.000,急腹症
41655,多囊肾,7db919d7-90a2-11e8-bbc9-44a8420c5800,Q61.300,多囊肾
37062,输卵管妊娠,7dced5ad-90a2-11e8-bbc9-44a8420c5800,O00.100,输卵管妊娠
40941,甲状舌管囊肿,7ddac602-90a2-11e8-bbc9-44a8420c5800,Q89.202,甲状舌管囊肿
40844,直肠阴道瘘,7dff1abb-90a2-11e8-bbc9-44a8420c5800,N82.303,直肠阴道瘘
39646,腺性膀胱炎,7dff562a-90a2-11e8-bbc9-44a8420c5800,N30.809,腺性膀胱炎
178ce4ed-31e1-11e6-804e-848f69fd6b70,内痔,7e279acd-90a2-11e8-bbc9-44a8420c5800,I84.200,内痔
39681,肾错构瘤,7e32063f-90a2-11e8-bbc9-44a8420c5800,Q85.903,肾错构瘤
85fb4fdf-31e3-11e6-804e-848f69fd6b70,有机磷中毒,7e484d3c-90a2-11e8-bbc9-44a8420c5800,T60.001,有机磷中毒
38789,股骨颈骨折,7e4c2907-90a2-11e8-bbc9-44a8420c5800,S72.000,股骨颈骨折
38985,脊柱裂,7e669ac7-90a2-11e8-bbc9-44a8420c5800,Q05.900,脊柱裂
38803,髌骨骨折,7e7b42ad-90a2-11e8-bbc9-44a8420c5800,S82.000,髌骨骨折
44251,异位妊娠,7e900f46-90a2-11e8-bbc9-44a8420c5800,O00.900,异位妊娠
37060,自然流产,7e941e5d-90a2-11e8-bbc9-44a8420c5800,O03.900,自然流产
14102bac-31e2-11e6-804e-848f69fd6b70,尿毒症性脑病,7e992438-90a2-11e8-bbc9-44a8420c5800,N18.806+,尿毒症性脑病
18bf1f51-31e4-11e6-804e-848f69fd6b70,气管内异物,7edfcbbd-90a2-11e8-bbc9-44a8420c5800,T17.400,气管内异物
43524,鼻中隔脓肿,7ee813c4-90a2-11e8-bbc9-44a8420c5800,J34.007,鼻中隔脓肿
44191,鼻窦囊肿,7ee888b5-90a2-11e8-bbc9-44a8420c5800,J34.106,鼻窦囊肿
43517,鼻前庭炎,7ee8c75a-90a2-11e8-bbc9-44a8420c5800,J34.806,鼻前庭炎
43546,急性扁桃体炎,7eef8a39-90a2-11e8-bbc9-44a8420c5800,J03.900,急性扁桃体炎
942f3cb4-31e3-11e6-804e-848f69fd6b70,输血反应,7f17c6a6-90a2-11e8-bbc9-44a8420c5800,T80.903,输血反应
44290,脊柱骨折,7f1de7fe-90a2-11e8-bbc9-44a8420c5800,T08.x00,脊柱骨折
39788,肾结石,7f32ee21-90a2-11e8-bbc9-44a8420c5800,N20.000,肾结石
39704,尿道结石,7f3446be-90a2-11e8-bbc9-44a8420c5800,N21.100,尿道结石
38248,子宫内膜息肉,7f37d492-90a2-11e8-bbc9-44a8420c5800,N84.001,子宫内膜息肉
41565,肾小管酸中毒,7f551778-90a2-11e8-bbc9-44a8420c5800,N25.802,肾小管酸中毒
1a599dcd-31e2-11e6-804e-848f69fd6b70,肾肿物,7f5959e4-90a2-11e8-bbc9-44a8420c5800,N28.815,肾肿物
38432,创伤性脾破裂,7f620335-90a2-11e8-bbc9-44a8420c5800,S36.002,创伤性脾破裂
2ab2b202-31e3-11e6-804e-848f69fd6b70,肝损伤,7f627196-90a2-11e8-bbc9-44a8420c5800,S36.100,肝损伤
25f6200f-31e3-11e6-804e-848f69fd6b70,腰椎骨折,7f66f14d-90a2-11e8-bbc9-44a8420c5800,S32.000,腰椎骨折
2103d541-31e3-11e6-804e-848f69fd6b70,肺挫伤,7f8f5958-90a2-11e8-bbc9-44a8420c5800,S27.301,肺挫伤
41397,脑震荡,7f91ebfe-90a2-11e8-bbc9-44a8420c5800,S06.000,脑震荡
4965e001-31e1-11e6-804e-848f69fd6b70,肺肿物,7f92204b-90a2-11e8-bbc9-44a8420c5800,R91.x02,肺肿物
d1f19a45-31e1-11e6-804e-848f69fd6b70,皮肤肿物,7f92d21e-90a2-11e8-bbc9-44a8420c5800,R22.903,皮肤肿物
44357,妊娠合并心脏病,7f9705b0-90a2-11e8-bbc9-44a8420c5800,O99.420,妊娠合并心脏病
40167,多汗症,7fad4ce6-90a2-11e8-bbc9-44a8420c5800,R61.900,多汗症
8927390a-31e2-11e6-804e-848f69fd6b70,新生儿ABO溶血性贫血,7fe155f2-90a2-11e8-bbc9-44a8420c5800,P55.102,新生儿ABO溶血性贫血
af4a5a1f-ae22-11e5-9ee2-848f69fd6b70,新生儿高胆红素血症,7fe5736f-90a2-11e8-bbc9-44a8420c5800,P59.901,新生儿高胆红素血症
37249,新生儿失血性贫血,7fe621a8-90a2-11e8-bbc9-44a8420c5800,P61.300,新生儿失血性贫血
39643,急性膀胱炎,7fead362-90a2-11e8-bbc9-44a8420c5800,N30.000,急性膀胱炎
0373c1ac-31e3-11e6-804e-848f69fd6b70,肾功能异常,7feef798-90a2-11e8-bbc9-44a8420c5800,R94.400,肾功能异常
41990,窦性心动过速,801ca9b5-90a2-11e8-bbc9-44a8420c5800,R00.001,窦性心动过速
b3f126b3-da9c-11e5-a258-f98ed89254eb,上消化道出血,802859a4-90a2-11e8-bbc9-44a8420c5800,K92.208,上消化道出血
9e19227c-31e1-11e6-804e-848f69fd6b70,急性化脓性梗阻性胆管炎,8029d30f-90a2-11e8-bbc9-44a8420c5800,K83.003,急性化脓性梗阻性胆管炎
39657,急性附睾炎,802a6c7e-90a2-11e8-bbc9-44a8420c5800,N45.907,急性附睾炎
44486,肌筋膜炎,802ccdb4-90a2-11e8-bbc9-44a8420c5800,M60.902,肌筋膜炎
6fbc3863-31e0-11e6-804e-848f69fd6b70,运动神经元病,8039ed0a-90a2-11e8-bbc9-44a8420c5800,G12.200,运动神经元病
39719,尿道综合征,80501c0d-90a2-11e8-bbc9-44a8420c5800,N34.300,尿道综合征
018e5db7-31e3-11e6-804e-848f69fd6b70,颅内占位性病变,80722000-90a2-11e8-bbc9-44a8420c5800,R90.000,颅内占位性病变
b63cec1a-31e0-11e6-804e-848f69fd6b70,视网膜色素变性,80ba61c8-90a2-11e8-bbc9-44a8420c5800,H35.501,视网膜色素变性
38904,痛风性关节炎,80c38ebe-90a2-11e8-bbc9-44a8420c5800,M10.002,痛风性关节炎
14eb82f6-31e2-11e6-804e-848f69fd6b70,尿毒症,80d5f392-90a2-11e8-bbc9-44a8420c5800,N19.x01,尿毒症
8d8fb3f2-31e3-11e6-804e-848f69fd6b70,高原性脑水肿,80e3e724-90a2-11e8-bbc9-44a8420c5800,T70.203,高原性脑水肿
40248,原发性肾上腺皮质功能减退症,8124b2b6-90a2-11e8-bbc9-44a8420c5800,E27.100,原发性肾上腺皮质功能减退症
16673cb5-31e0-11e6-804e-848f69fd6b70,慢性甲状腺炎,8125b833-90a2-11e8-bbc9-44a8420c5800,E06.502,慢性甲状腺炎
18a7faf1-fbb8-11e5-a258-f98ed89254eb,三叉神经痛,81317a73-90a2-11e8-bbc9-44a8420c5800,G50.000,三叉神经痛
44414,血友病,8139d626-90a2-11e8-bbc9-44a8420c5800,D66.x02,血友病
41778,肠套叠,8151ea77-90a2-11e8-bbc9-44a8420c5800,K56.100,肠套叠
7f79811e-31e1-11e6-804e-848f69fd6b70,绞窄性肠梗阻,8152212e-90a2-11e8-bbc9-44a8420c5800,K56.201,绞窄性肠梗阻
8048ee9f-31e1-11e6-804e-848f69fd6b70,机械性肠梗阻,817281e6-90a2-11e8-bbc9-44a8420c5800,K56.604,机械性肠梗阻
8429d4a0-31e1-11e6-804e-848f69fd6b70,肠道菌群失调,8173cc2a-90a2-11e8-bbc9-44a8420c5800,K59.101,肠道菌群失调
8fa70d74-31e0-11e6-804e-848f69fd6b70,颅内压增高,81a56ac9-90a2-11e8-bbc9-44a8420c5800,G93.200,颅内压增高
37891,中毒性脑病,81b4085a-90a2-11e8-bbc9-44a8420c5800,G92.x00,中毒性脑病
7368575a-31e3-11e6-804e-848f69fd6b70,可卡因中毒,81c8b44e-90a2-11e8-bbc9-44a8420c5800,T40.500,可卡因中毒
bc277bae-31e3-11e6-804e-848f69fd6b70,单胎活产,81d880ba-90a2-11e8-bbc9-44a8420c5800,Z37.000,单胎活产
44422,抑郁症,81e6cc95-90a2-11e8-bbc9-44a8420c5800,F32.900,抑郁症
39644,慢性膀胱炎,8218e7cc-90a2-11e8-bbc9-44a8420c5800,N30.201,慢性膀胱炎
39695,精索恶性肿瘤,8231bdb4-90a2-11e8-bbc9-44a8420c5800,C63.100,精索恶性肿瘤
41336,多发脑梗死性痴呆,8285a971-90a2-11e8-bbc9-44a8420c5800,F01.100,多发脑梗死性痴呆
1fddf478-9db1-471b-847d-0c45fcbb2b35,营养不良,82b15820-90a2-11e8-bbc9-44a8420c5800,E46.x00,营养不良
37197,脚气病,82b331ea-90a2-11e8-bbc9-44a8420c5800,E51.100,脚气病
41838,胆道蛔虫病,82b878fe-90a2-11e8-bbc9-44a8420c5800,B77.803,胆道蛔虫病
7f1f2347-31e0-11e6-804e-848f69fd6b70,面肌痉挛,82c0263b-90a2-11e8-bbc9-44a8420c5800,G51.301,面肌痉挛
41393,舌咽神经痛,82c168eb-90a2-11e8-bbc9-44a8420c5800,G52.101,舌咽神经痛
8cd46e27-31e0-11e6-804e-848f69fd6b70,桡神经麻痹,82c7063c-90a2-11e8-bbc9-44a8420c5800,G56.301,桡神经麻痹
44390,先兆流产,82cd10f3-90a2-11e8-bbc9-44a8420c5800,O20.000,先兆流产
40603,头癣,82f71b72-90a2-11e8-bbc9-44a8420c5800,B35.001,头癣
39333,广泛性焦虑障碍,8322b42c-90a2-11e8-bbc9-44a8420c5800,F41.100,广泛性焦虑障碍
53f62deb-31e0-11e6-804e-848f69fd6b70,焦虑状态,8322e71e-90a2-11e8-bbc9-44a8420c5800,F41.101,焦虑状态
42422,原发性血小板增多症,83441afb-90a2-11e8-bbc9-44a8420c5800,D75.200,原发性血小板增多症
00f2a6d9-31e0-11e6-804e-848f69fd6b70,腹型过敏性紫癜,834d6ab2-90a2-11e8-bbc9-44a8420c5800,D69.009,腹型过敏性紫癜
44208,单纯性紫癜,834e45b0-90a2-11e8-bbc9-44a8420c5800,D69.201,单纯性紫癜
40140,血小板减少性紫癜,834f9852-90a2-11e8-bbc9-44a8420c5800,D69.406,血小板减少性紫癜
b87b6547-ae22-11e5-9ee2-848f69fd6b70,继发性血小板减少性紫癜,83500bf5-90a2-11e8-bbc9-44a8420c5800,D69.501,继发性血小板减少性紫癜
44234,肝炎,836c5466-90a2-11e8-bbc9-44a8420c5800,K75.901,肝炎
37171,脂肪肝,836c9794-90a2-11e8-bbc9-44a8420c5800,K76.000,脂肪肝
c4627607-31e1-11e6-804e-848f69fd6b70,脂溢性脱发,8371fee8-90a2-11e8-bbc9-44a8420c5800,L65.903,脂溢性脱发
39842,寻常疣,8385e520-90a2-11e8-bbc9-44a8420c5800,B07.x03,寻常疣
472f664f-31df-11e6-804e-848f69fd6b70,疣,838617ba-90a2-11e8-bbc9-44a8420c5800,B07.x04,疣
3db7f086-31df-11e6-804e-848f69fd6b70,病毒性脑炎,8389a467-90a2-11e8-bbc9-44a8420c5800,A86.x00,病毒性脑炎
44424,阴囊湿疹,8394a090-90a2-11e8-bbc9-44a8420c5800,L30.904,阴囊湿疹
44219,房室传导阻滞,83a18e6a-90a2-11e8-bbc9-44a8420c5800,I44.300,房室传导阻滞
41995,窦性停搏,83a42638-90a2-11e8-bbc9-44a8420c5800,I45.502,窦性停搏
44379,外耳道炎,83a6b528-90a2-11e8-bbc9-44a8420c5800,H60.901,外耳道炎
44457,耵聍栓塞,83a7fa8e-90a2-11e8-bbc9-44a8420c5800,H61.200,耵聍栓塞
37940,生长激素缺乏症,83b62b99-90a2-11e8-bbc9-44a8420c5800,E23.009,生长激素缺乏症
42136,重症肌无力,83b9e4b6-90a2-11e8-bbc9-44a8420c5800,G70.000,重症肌无力
40972,毒性结节性甲状腺肿,83bad543-90a2-11e8-bbc9-44a8420c5800,E05.201,毒性结节性甲状腺肿
44231,肝囊肿,83cc7539-90a2-11e8-bbc9-44a8420c5800,K76.807,肝囊肿
97c934f9-31e1-11e6-804e-848f69fd6b70,肝肿物,83cdf86b-90a2-11e8-bbc9-44a8420c5800,K76.901,肝肿物
98460929-31e1-11e6-804e-848f69fd6b70,胆囊结石伴慢性胆囊炎,83ce5b20-90a2-11e8-bbc9-44a8420c5800,K80.101,胆囊结石伴慢性胆囊炎
38443,胆囊结石,83ce8dec-90a2-11e8-bbc9-44a8420c5800,K80.200,胆囊结石
44210,胆管结石,83d186e0-90a2-11e8-bbc9-44a8420c5800,K80.500,胆管结石
38444,胆总管结石,83d1be13-90a2-11e8-bbc9-44a8420c5800,K80.501,胆总管结石
99e4a8c1-31e1-11e6-804e-848f69fd6b70,肝管结石,83d22d81-90a2-11e8-bbc9-44a8420c5800,K80.507,肝管结石
39860,手足口病,83d88972-90a2-11e8-bbc9-44a8420c5800,B08.401,手足口病
39866,疱疹性咽峡炎,83d8ba1a-90a2-11e8-bbc9-44a8420c5800,B08.501,疱疹性咽峡炎
38433,脾脓肿,83e4b89e-90a2-11e8-bbc9-44a8420c5800,D73.300,脾脓肿
38434,脾囊肿,83e4edd8-90a2-11e8-bbc9-44a8420c5800,D73.400,脾囊肿
6e97ed7b-31e1-11e6-804e-848f69fd6b70,十二指肠淤积,83edc0a7-90a2-11e8-bbc9-44a8420c5800,K31.502,十二指肠淤积
38422,急性胰腺炎,8400ff70-90a2-11e8-bbc9-44a8420c5800,K85.900,急性胰腺炎
41467,颅内动脉瘤,8422d66d-90a2-11e8-bbc9-44a8420c5800,I67.110,颅内动脉瘤
05a63a4b-31e1-11e6-804e-848f69fd6b70,高血压性脑病,84256107-90a2-11e8-bbc9-44a8420c5800,I67.400,高血压性脑病
cbf5b6b6-efe6-4584-aaca-cb4fd1b5b3bd,脑血管病,84278a64-90a2-11e8-bbc9-44a8420c5800,I67.900,脑血管病
44289,中耳炎,842ac2e1-90a2-11e8-bbc9-44a8420c5800,H66.900,中耳炎
abf88830-ae22-11e5-9ee2-848f69fd6b70,急性乳突炎,842b9ef6-90a2-11e8-bbc9-44a8420c5800,H70.000,急性乳突炎
44513,慢性鼻窦炎,843298d0-90a2-11e8-bbc9-44a8420c5800,J32.900,慢性鼻窦炎
ba55567a-31df-11e6-804e-848f69fd6b70,肝原位癌,84432cc0-90a2-11e8-bbc9-44a8420c5800,D01.500,肝原位癌
87f7dc5e-31e0-11e6-804e-848f69fd6b70,肌无力危象,844653d5-90a2-11e8-bbc9-44a8420c5800,G70.007,肌无力危象
42060,肾动脉狭窄,844b4c09-90a2-11e8-bbc9-44a8420c5800,I70.101,肾动脉狭窄
a0ca1fb4-31e1-11e6-804e-848f69fd6b70,梗阻性黄疸,845129f3-90a2-11e8-bbc9-44a8420c5800,K83.109,梗阻性黄疸
84742087-31e1-11e6-804e-848f69fd6b70,肠功能紊乱,84515c1d-90a2-11e8-bbc9-44a8420c5800,K59.900,肠功能紊乱
40841,肛裂,8451946f-90a2-11e8-bbc9-44a8420c5800,K60.200,肛裂
40843,肛瘘,8451cb95-90a2-11e8-bbc9-44a8420c5800,K60.300,肛瘘
44236,肛周脓肿,84536a23-90a2-11e8-bbc9-44a8420c5800,K61.001,肛周脓肿
40854,直肠息肉,845493b2-90a2-11e8-bbc9-44a8420c5800,K62.100,直肠息肉
41787,直肠脱垂,84552f1d-90a2-11e8-bbc9-44a8420c5800,K62.300,直肠脱垂
02484e71-31e1-11e6-804e-848f69fd6b70,基底动脉血栓形成,845b62ef-90a2-11e8-bbc9-44a8420c5800,I65.103,基底动脉血栓形成
41506,脑棘球蚴病,85b7b236-90a2-11e8-bbc9-44a8420c5800,B67.902,脑棘球蚴病
41227,脑性瘫痪,85bfdc1e-90a2-11e8-bbc9-44a8420c5800,G80.900,脑性瘫痪
41495,化脓性脑膜炎,85c043c7-90a2-11e8-bbc9-44a8420c5800,G00.901,化脓性脑膜炎
44524,脑膜炎,85c1ed7e-90a2-11e8-bbc9-44a8420c5800,G03.900,脑膜炎
40859,急性阑尾炎,85cda628-90a2-11e8-bbc9-44a8420c5800,K35.900,急性阑尾炎
8407b98b-31e0-11e6-804e-848f69fd6b70,肋间神经痛,85e254ed-90a2-11e8-bbc9-44a8420c5800,G58.001,肋间神经痛
6ead42f0-31e0-11e6-804e-848f69fd6b70,小脑共济失调,85ebfe31-90a2-11e8-bbc9-44a8420c5800,G11.901,小脑共济失调
41072,股疝,85f686b4-90a2-11e8-bbc9-44a8420c5800,K41.900,股疝
38040,下肢静脉曲张,85faa4e1-90a2-11e8-bbc9-44a8420c5800,I83.900,下肢静脉曲张
37637,慢性腹泻,86070440-90a2-11e8-bbc9-44a8420c5800,K52.908,慢性腹泻
44200,肠炎,8607cfa6-90a2-11e8-bbc9-44a8420c5800,K52.915,肠炎
41165,亚急性坏死性脊髓炎,860ed44c-90a2-11e8-bbc9-44a8420c5800,G37.400,亚急性坏死性脊髓炎
43560,腺样体肥大,86311af9-90a2-11e8-bbc9-44a8420c5800,J35.200,腺样体肥大
44371,声带息肉,86340ffb-90a2-11e8-bbc9-44a8420c5800,J38.102,声带息肉
32e97328-31e1-11e6-804e-848f69fd6b70,声带结节,86344c61-90a2-11e8-bbc9-44a8420c5800,J38.200,声带结节
39399,阵发性室上性心动过速,863664d6-90a2-11e8-bbc9-44a8420c5800,I47.102,阵发性室上性心动过速
44545,室性心动过速,86379efa-90a2-11e8-bbc9-44a8420c5800,I47.200,室性心动过速
41182,急性播散性脑脊髓炎,864b09f2-90a2-11e8-bbc9-44a8420c5800,G04.001,急性播散性脑脊髓炎
44525,脑炎,864e7c26-90a2-11e8-bbc9-44a8420c5800,G04.913,脑炎
41496,脑脓肿,864fed7e-90a2-11e8-bbc9-44a8420c5800,G06.001,脑脓肿
8e663472-aa19-49af-85e3-a91e60fbfc98,颅内感染,865088aa-90a2-11e8-bbc9-44a8420c5800,G06.006,颅内感染
41187,小脑萎缩,867291a4-90a2-11e8-bbc9-44a8420c5800,G31.903,小脑萎缩
61e09f51-31e1-11e6-804e-848f69fd6b70,口腔粘膜溃疡,8688f529-90a2-11e8-bbc9-44a8420c5800,K12.109,口腔粘膜溃疡
bf6b6ce2-31e1-11e6-804e-848f69fd6b70,急性荨麻疹,8696c970-90a2-11e8-bbc9-44a8420c5800,L50.801,急性荨麻疹
bf7a1a95-31e1-11e6-804e-848f69fd6b70,慢性荨麻疹,8696fe1f-90a2-11e8-bbc9-44a8420c5800,L50.802,慢性荨麻疹
41775,肠扭转,86990c4b-90a2-11e8-bbc9-44a8420c5800,K56.200,肠扭转
b06cc49a-ae22-11e5-9ee2-848f69fd6b70,唇炎,86b3a20b-90a2-11e8-bbc9-44a8420c5800,K13.013,唇炎
40285,口角炎,86b3d58e-90a2-11e8-bbc9-44a8420c5800,K13.014,口角炎
41230,蛛网膜下腔出血,86b5b2b4-90a2-11e8-bbc9-44a8420c5800,I60.900,蛛网膜下腔出血
41229,脑出血,86b7a520-90a2-11e8-bbc9-44a8420c5800,I61.900,脑出血
41729,胃溃疡,86c1b0f1-90a2-11e8-bbc9-44a8420c5800,K25.900,胃溃疡
40785,十二指肠溃疡,86c3f940-90a2-11e8-bbc9-44a8420c5800,K26.900,十二指肠溃疡
6a702edd-31e1-11e6-804e-848f69fd6b70,胃十二指肠溃疡伴穿孔,86c53712-90a2-11e8-bbc9-44a8420c5800,K27.500,胃十二指肠溃疡伴穿孔
42004,心房扑动,86c651e0-90a2-11e8-bbc9-44a8420c5800,I48.x03,心房扑动
44364,神经官能症,86ce620d-90a2-11e8-bbc9-44a8420c5800,F48.901,神经官能症
37200,佝偻病,86d0c292-90a2-11e8-bbc9-44a8420c5800,E55.001,佝偻病
58fae144-31df-11e6-804e-848f69fd6b70,肠道念珠菌病,86dfee36-90a2-11e8-bbc9-44a8420c5800,B37.806,肠道念珠菌病
42081,心肌炎,86f14c64-90a2-11e8-bbc9-44a8420c5800,I51.400,心肌炎
44332,脑水肿,86f7c506-90a2-11e8-bbc9-44a8420c5800,G93.600,脑水肿
41225,脊髓空洞症,86fa1ab4-90a2-11e8-bbc9-44a8420c5800,G95.000,脊髓空洞症
435ae3ec-31e0-11e6-804e-848f69fd6b70,酸中毒,870aad35-90a2-11e8-bbc9-44a8420c5800,E87.200,酸中毒
434c3868-31e0-11e6-804e-848f69fd6b70,乳酸性酸中毒,870b1004-90a2-11e8-bbc9-44a8420c5800,E87.204,乳酸性酸中毒
37187,低钾血症,870c5c82-90a2-11e8-bbc9-44a8420c5800,E87.600,低钾血症
d2ba3662-31e1-11e6-804e-848f69fd6b70,感染性关节炎,871912de-90a2-11e8-bbc9-44a8420c5800,M00.901,感染性关节炎
44392,消化道出血,871bc92f-90a2-11e8-bbc9-44a8420c5800,K92.210,消化道出血
39488,胃肠功能紊乱,871c30e4-90a2-11e8-bbc9-44a8420c5800,K92.901,胃肠功能紊乱
41178,脊髓缺血,871dd726-90a2-11e8-bbc9-44a8420c5800,G95.103,脊髓缺血
035a515e-31e1-11e6-804e-848f69fd6b70,小脑后下动脉血栓形成,8723dcb7-90a2-11e8-bbc9-44a8420c5800,I66.303,小脑后下动脉血栓形成
38036,结节性红斑,87244290-90a2-11e8-bbc9-44a8420c5800,L52.x00,结节性红斑
37177,半乳糖血症,873c29a1-90a2-11e8-bbc9-44a8420c5800,E74.201,半乳糖血症
43107,多囊卵巢综合征,87410765-90a2-11e8-bbc9-44a8420c5800,E28.200,多囊卵巢综合征
41727,慢性胃炎,87578a27-90a2-11e8-bbc9-44a8420c5800,K29.500,慢性胃炎
6c70f4fb-31e1-11e6-804e-848f69fd6b70,糜烂性胃炎,875836ad-90a2-11e8-bbc9-44a8420c5800,K29.603,糜烂性胃炎
